,Question,Predict_CategoryIndex,Predict_Category
149,Nature、Science的紙本期刊在哪裡？電子版如何連線？,1,館藏資料位置
150,圖書館有TIME時代雜誌嗎？,5,如何使用館藏目錄
151,手機、平板電腦，如何設定VPN？,7,校外連線VPN
152,紙本論文的「目錄」是否要加入口試委員審定書？,3,論文繳交與畢業離校
153,論文的謝辭來不及寫，或不想放在電子檔中可以嗎？,3,論文繳交與畢業離校
154,碩博士生畢業繳交的紙本論文冊數？,3,論文繳交與畢業離校
155,如何選擇畢業論文的電子全文授權內容？,3,論文繳交與畢業離校
156,電子論文的權利金聯絡資訊需要異動？,3,論文繳交與畢業離校
157,如何變更畢業論文的電子全文授權內容或公開日期？,3,論文繳交與畢業離校
158,已完成畢業離校手續或電子論文已通過審核，發現論文部分內容要修改？,3,論文繳交與畢業離校
159,用EndNote寫論文時，如何呈現中文參考文獻格式？ 中英文格式並存？,19,書目管理軟體
160,SCI 與 SCIE 一樣嗎？,13,學術評鑑指標與排名
161,我在電子論文系統已設定延後公開，為何紙本論文已上架？,3,論文繳交與畢業離校
162,如因申請專利、機密等依法事由，如何申請紙本論文延後公開？,3,論文繳交與畢業離校
163,論文授權書一定要繳正本嗎？,3,論文繳交與畢業離校
164,查詢期刊點數（Impact Factor）或期刊排名應使用那個資料庫？,6,如何使用資料庫
165,如何借用總圖書館B1國際會議廳？,4,場地設備及網路
166,如何列印畢業論文授權書？,3,論文繳交與畢業離校
167,本校師生投稿 Open Access 公開取用期刊有優惠嗎？,17,投稿與學術倫理
168,可以先繳交畢業論文，之後再還書嗎？,3,論文繳交與畢業離校
169,圖書館繳交畢業論文及辦理離校手續的地點與時間？,3,論文繳交與畢業離校
170,碩博士生辦理圖書館的離校手續需要準備什麼？,3,論文繳交與畢業離校
171,圖書館審核論文格式需要多久時間？,20,上傳
172,論文摘要或參考文獻無法完整貼至電子論文系統？,3,論文繳交與畢業離校
173,畢業論文上傳檔案的格式是什麼？可上傳多個檔案嗎？,3,論文繳交與畢業離校
174,論文完成後先出國交換學生，明年才畢業離校，能否先繳交論文？,3,論文繳交與畢業離校
175,何時可以上傳畢業論文的電子檔案？,3,論文繳交與畢業離校
176,我已繳交畢業論文的紙本到圖書館，但網站上還查不到我的論文，請問何時會上架並查得相關資訊？,5,如何使用館藏目錄
177,畢業論文的每一頁都要加入浮水印和DOI碼嗎？,3,論文繳交與畢業離校
178,超過截止日還能繳交紙本論文和上傳電子論文嗎？,3,論文繳交與畢業離校
179,投稿時如何判斷「掠奪型」期刊或出版社或研討會？,17,投稿與學術倫理
180,如何查詢某期刊每年發表的文章數量？,13,學術評鑑指標與排名
181,如何查詢台大教授所指導之學位論文？,5,如何使用館藏目錄
182,化學物質特性與合成方法怎麼查？,6,如何使用資料庫
183,什麼是Open Access (OA) 公開取用？,17,投稿與學術倫理
184,請勿大量下載資料庫,6,如何使用資料庫
185,請問教師著作的典藏系統是什麼？,21,NTU Scholars
186,"如何從 NTU Scholars 匯出著作清單 (csv, Excel, Endnote等格式)？",21,NTU Scholars
187,為什麼圖書館系統的連線速度緩慢？,5,如何使用館藏目錄
188,以前館藏目錄有掃描 QR code 速記索書號及書名的功能，現在新系統SLIM有嗎？,5,如何使用館藏目錄
189,為什麼圖書館要換系統？,5,如何使用館藏目錄
190,SLIM雲端圖書館自動化系統：異體字查不到？,5,如何使用館藏目錄
191,為什麼無法連上SLIM雲端圖書館自動化系統？,5,如何使用館藏目錄
192,已經登入SLIM雲端圖書館自動化系統了，為什麼不能下載電子全文？,5,如何使用館藏目錄
193,SLIM系統上有些資料的索書號前有特殊符號，其代表之意義為何？,5,如何使用館藏目錄
194,SLIM雲端圖書館自動化系統：常用功能介紹,5,如何使用館藏目錄
195,外系或校外人士可進入圖資系圖嗎？兒童讀物可外借嗎？,0,借閱規則及服務
196,圖資系圖書室的兒童讀物區，可以帶小朋友進館嗎？,18,如何入館
197,討論室有投影機或其他資訊設備嗎？,4,場地設備及網路
198,請問臺大圖書館使用的圖書分類法(索書號)為何？,5,如何使用館藏目錄
199,可以推薦Kindle電子書請圖書館採購嗎？,15,圖書推薦系統
200,如何申請辦理校友證？,10,校友服務
201,持「校友證」有何優惠？,0,借閱規則及服務
202,校友可以借書嗎？如何辦理？,0,借閱規則及服務
203,請問「校友閱覽證」一定要轉成「校友證」，才可以繼續使用圖書館嗎？,18,如何入館
204,借書規則說明大學部的借期是60日，但我發現借書的到期日不一定是60天，為什麼？,0,借閱規則及服務
205,請問童書、繪本在哪裡？如何查詢？,1,館藏資料位置
206,請問報紙在那裡？,1,館藏資料位置
207,圖書館有訂 Harvard Business Review 哈佛商業評論 (HBR)嗎？,1,館藏資料位置
208,如果該書已逾期，是否可以再續借？,0,借閱規則及服務
209,校外連線VPN出現「未能設定虛擬配接卡 錯誤:1205」，如何處理？,7,校外連線VPN
210,總圖的密集書庫在哪裡？,1,館藏資料位置
211,該如何繳交逾期滯還金？,0,借閱規則及服務
212,為什麼我預約的書被別人借走了？,0,借閱規則及服務
213,已經VPN校外連線了，為何還是無法下載資料庫的全文呢？──調整登入順序,7,校外連線VPN
214,圖書館實施讀者借書逾期課滯還金的規定，那讀者會有被罰停借的情形嗎？,0,借閱規則及服務
215,各分館及系圖是否均開放校內讀者使用及借書？在甲館借的書可否歸還到乙館？,0,借閱規則及服務
216,逾期滯還金如何計算？,0,借閱規則及服務
217,預約書到館多久沒去借，會被取消該預約書的借書權利？,0,借閱規則及服務
218,圖書館有可以讓同學們討論報告的地方嗎？,4,場地設備及網路
219,如何訂閱圖書館的電子報(電子新聞)？,9,其他
220,哪些身分可用 VPN？休（退）學、畢業、校友、校外人士是否可用？,7,校外連線VPN
221,校友可以使用圖書館資料庫嗎？,6,如何使用資料庫
222,畢業後還可以用 EndNote書目管理軟體嗎？,10,校友服務
223,校友可借出總圖書館多媒體服務中心的影片嗎？,0,借閱規則及服務
224,繳交年費享有借書權利的校友，可以透過三校聯盟到台師大、台科大的圖書館借書嗎？,0,借閱規則及服務
225,圖書館有收錄台大早期的學士畢業論文嗎？,1,館藏資料位置
226,如何得知圖書館多媒體中心的熱門影片、新進影音？,1,館藏資料位置
227,校內期刊代印取件方式為何？,0,借閱規則及服務
228,如何得知校內圖書代借的申請件是否已到取書館？,11,代借
229,接獲校內圖書代借申請件到館通知後，有無取書期限？,0,借閱規則及服務
230,校內圖書代借服務程序為何？,0,借閱規則及服務
231,校內期刊代印服務申請資格？,0,借閱規則及服務
232,校內期刊代印服務程序為何？,0,借閱規則及服務
233,期刊代印服務範圍為何？,0,借閱規則及服務
234,如何查詢校內圖書代借服務、期刊代印服務的基金餘額及交易歷史？,0,借閱規則及服務
235,校內期刊代印服務之收費方式？,0,借閱規則及服務
236,如果在圖書代借服務中已有帳戶基金，那使用期刊代印服務時是否需再存帳戶基金？,0,借閱規則及服務
237,請問三校聯盟後，我是台科大/台師大的學生，可以下載台大的電子期刊、瀏覽台大的電子書嗎？,6,如何使用資料庫
238,沒有計中帳號的臺大醫院人員，如何申請館際合作的JADE期刊文獻快遞服務？,8,館際合作服務
239,查詢期刊引用文獻的情形應使用那些資料庫？,6,如何使用資料庫
240,VPN一直停在「正在保護連線安全」狀態，如何解決？,7,校外連線VPN
241,我想借的書，台大圖書館沒有收藏，怎麼辦？可以幫我去其他學校圖書館借嗎？,8,館際合作服務
242,什麼是 Highly Cited Papers 和 Hot Papers？如何查詢？,13,學術評鑑指標與排名
243,開放時間,18,如何入館
244,我有一本全新但不需使用的教科書，看到圖書館網頁顯示多人預約，我可以賣給圖書館嗎？如果不能賣給圖書館，圖書館有PO書買賣的地方嗎？,9,其他
245,臺灣日日新報有三個資料庫平台，有什麼差別呢？,6,如何使用資料庫
246,為什麼[臺灣新聞智慧網]資料庫的全報瀏覽功能無法使用？,6,如何使用資料庫
247,用IE開資料庫是亂碼、沒有回應怎麼辦？,6,如何使用資料庫
248,自習室開放時間及使用須知,4,場地設備及網路
249,Mac電腦設定校外連線VPN失敗，一直處於'正在等待連線'的狀態？,7,校外連線VPN
250,我要的那篇期刊文章，台大沒有訂購，或剛好台大沒有那個年份卷期，或全文延遲12個月，怎麼辦？,1,館藏資料位置
251,如何申請使用日治法院檔案資料庫？,6,如何使用資料庫
252,如何下載、列印Ebrary、ProQuest Ebook Central、EBL平台的電子書？,12,如何使用電子書
253,推薦資料為何需要轉介給系所評估？,15,圖書推薦系統
254,推薦結果為「系所決定採購」之圖書，會放到哪裡？要如何借閱？,15,圖書推薦系統
255,勾選預約之推薦資料，收到系統回覆採購入藏後卻發現沒幫我預約？,15,圖書推薦系統
256,推薦的圖書都可提供優先預約服務嗎？,15,圖書推薦系統
257,SCIE 和 SSCI 的期刊，就一定收錄在 JCR 中嗎？,13,學術評鑑指標與排名
258,JCR 和常聽到的 SCI、SSCI 是否有關？,13,學術評鑑指標與排名
259,為什麼我在校外不能從資料庫下載全文？不能看電子書？,7,校外連線VPN
260,fulltext delay 全文延遲是什麼意思?,6,如何使用資料庫
261,公務用書是什麼？可以借出嗎？,1,館藏資料位置
262,請問超星數字圖書館(Chinamaxx)的電子書如何下載？,12,如何使用電子書
263,非 JCR 收錄的期刊，還可查到 Impact Factor 嗎？,13,學術評鑑指標與排名
264,哪裡可以看圖書館最近買的新書？,1,館藏資料位置
265,我有一些私人藏書，想贈送給圖書館，該怎麼辦？,9,其他
266,尚未註冊的準研究生如何使用圖書館？,0,借閱規則及服務
267,透過臺灣期刊論文索引系統查詢到的資料如何取得全文？,6,如何使用資料庫
268,在CNKI中國知網的中國期刊全文數據庫點選「原文下載」後為何不能看到全文？,6,如何使用資料庫
269,交通位置,18,如何入館
270,什麼是Impact Factor？如何查詢？,13,學術評鑑指標與排名
271,使用Chrome和Firefox瀏覽器，RSS無法正常閱讀？,9,其他
272,外校人士可以持「館際合作借書證」使用自習室嗎？,18,如何入館
273,誰可以使用總圖書館自習室？,18,如何入館
274,如何設定校外連線 VPN？,7,校外連線VPN
275,臺灣大學有無訂立願景與使命？,9,其他
276,老師要修課同學閱讀的書籍或影片，如何設定為課程指定教材(課程指參)呢？,1,館藏資料位置
277,圖書館有畢業紀念冊嗎？,1,館藏資料位置
278,Word沒有出現EndNote工具列(CWYW)，該怎麼辦？,19,書目管理軟體
279,Journal Citation Reports (JCR) 資料庫新介面的5 Year Impact Factor 在哪裡？,6,如何使用資料庫
280,Web of Science資料庫看不到檢索結果？,6,如何使用資料庫
281,非本校的外籍人士如何申請入館？,18,如何入館
282,台大訂購的是什麼書目管理軟體？,19,書目管理軟體
283,哪裡可以下載EndNote？,19,書目管理軟體
284,校外人士進入總圖書館，有哪些規定？,18,如何入館
285,請問高中生可以憑學生證換證進入台大圖書館嗎？,18,如何入館
286,請問高中生可以申請圖書館導覽嗎？,18,如何入館
287,校外連線VPN出現「請注意，因您的系統管理員指定了安全性政策，啟動Network Connect將會終止您的瀏覽器工作階段」,7,校外連線VPN
288,如果不從瀏覽器連VPN，可安裝Pulse Secure Connect程式,7,校外連線VPN
289,校外連線VPN顯示重複登入，如何處理？,7,校外連線VPN
290,VPN原本可連線，但突然不能連線；或出現「基於安全性考量將中斷連線」,7,校外連線VPN
291,校外連線時，無法登入計中帳密？,7,校外連線VPN
292,如何得知 VPN 校外連線是否成功？,7,校外連線VPN
293,VPN無法連線：錯誤訊息「Network工作階段已停止，您是否要重新連線」,7,校外連線VPN
294,持台大醫院退休證可進總圖書館閱覽嗎？,18,如何入館
295,使用EndNote的各種問題，請見本館參考服務部落格,19,書目管理軟體
296,安裝EndNote要輸入認證密碼(product key)？,19,書目管理軟體
297,總圖書館頂樓有開放嗎？,4,場地設備及網路
298,在「教師指定課程參考資料服務系統」送出表單之後，館員就會協助採購新書或上架嗎？,0,借閱規則及服務
299,如何閱讀、列印及下載HyRead中文電子書？,12,如何使用電子書
300,為什麼有些電子期刊需要輸入密碼，但我不知道帳號密碼是什麼？輸入台大計中帳號密碼顯示錯誤？,6,如何使用資料庫
301,CNKI中國知網系列資料庫（中國期刊全文數據庫等）無法連線使用，怎麼辦？,6,如何使用資料庫
302,圖書館廣播配樂曲目？,9,其他
303,我想買圖書館紀念品，哪裡有賣？,9,其他
304,請問校外人士可以借書嗎？,0,借閱規則及服務
305,圖書推薦系統為什麼無法受理尚未正式出版書籍？,15,圖書推薦系統
306,如何推薦圖書？薦購的書如何決定是否購買？,15,圖書推薦系統
307,圖書館有蒐藏甄試入學、轉系考、期中考、期末考考題嗎？,1,館藏資料位置
308,向圖書館借的光碟、DVD影片、音樂CD可以投入還書箱嗎？可以在其他分館或系圖歸還嗎？,0,借閱規則及服務
309,辜振甫圖書館在哪裡？,1,館藏資料位置
310,如何設定Google Scholar自動串聯台大電子全文的FindIt@NTU功能？,6,如何使用資料庫
311,如何查詢、使用電子書？,12,如何使用電子書
312,如何下載及列印「數位出版品資訊網」的電子書？,12,如何使用電子書
313,如何下載及列印Columbia University Press平台的電子書？,12,如何使用電子書
314,如何在網路上辦證？,22,辦證
315,幾歲方可申辦借書證？,22,辦證
316,若登入個人書房有訊息表示「待換證」是什麼意思?,22,辦證
317,可不可以使用自製借書證借書(翻拍條碼、使用特殊卡片收集APP)？,23,借還書
318,請問兒童室的圖書大人可借閱嗎？,23,借還書
319,如何網路續借？,23,借還書
320,桃園市立圖書館各館開館時間？,23,借還書
321,我想請問網上辦證及雲端書庫該怎麼使用？,24,電子書使用
322,網頁出現DNS錯誤無法連線，請問是發生甚麼問題？,25,入口網使用
323,如何使用服務信箱?,25,入口網使用
324,如何搜尋新書？,25,入口網使用
325,如何查詢各館資訊？,25,入口網使用
326,如何申請圖書巡迴？,25,入口網使用
327,如果我弄丟或損壞了全自動借書站的書怎麼辦？,26,全自動借書站
328,全自動借書站遇到問題（如還不了書、門卡住……），我該如何處理？,26,全自動借書站
329,如果我沒有桃園市立圖書館的借書證或市民卡，我可以借全自動借書站的書嗎？,26,全自動借書站
330,我可以用什麼卡片借全自動借書站的書呢？,26,全自動借書站
331,我在館藏系統查到自動借書站的書已被外借，我可以線上預約嗎？,26,全自動借書站
332,我在館藏查詢系統查到自動借書站有我要的書，我可以申請館際借閱嗎？,26,全自動借書站
333,全自動借書站的書可以在分館還嗎？,26,全自動借書站
334,全自動借書站的圖書的借期和上限，以及借閱政策規定為何？,26,全自動借書站
335,全自動借書站的營運時間？,26,全自動借書站
336,全自動借書站已經啟用多久了？,26,全自動借書站
337,現在哪些站點有全自動借書站？,26,全自動借書站
338,何謂「閱讀禮袋」?,27,閱讀禮袋
339,桃園市兒童美術館管理單位為何？,9,其他
340,圖書遺失或毀損怎麼辦？,9,其他
341,請問為何使用gmail，但卻沒有收到圖書館預約或逾期等通知？,9,其他
342,新北桃一證通用服務是否可以跨館借書及還書？,23,借還書
343,請問如何加入高雄市立圖書館－閱讀心視界粉絲團？,28,上網服務
344,請問在總館如何打卡？,28,上網服務
345,請問如何找到總館網站？,28,上網服務
346,請問如何查詢某一館的活動？,28,上網服務
347,讀者使用非本館電腦欲進入高市圖網路電子資源，應如何使用？,28,上網服務
348,請問我從哪裡可以找到各分館是否設置自修室的資訊及開放時間？,28,上網服務
349,請問如何查詢圖書館之館藏資料？,28,上網服務
350,如何辦理網路借書，要如何借？所有資料都可以借嗎?,28,上網服務
351,請問我有2本書今天到期想要續借，如何用電腦自己辦理續借？,28,上網服務
352,請問在高市圖各分館的借閱證可通用到其他分館嗎?,29,辦證服務
353,家人因身心障礙不方便到圖書館，但又想借書看，請問是否可以幫他代辦？要怎麼辦？,29,辦證服務
